,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
10,pmuBAGE,data,['university'],True,NanpengYu/pmuBAGE,,Synthetic phasor measurement unit dataset.,https://github.com/NanpengYu/pmuBAGE,https://github.com/NanpengYu/pmuBAGE,2022-03-18 05:10:00,2022-04-07 00:15:41.000000,2022-04-07 00:15:41,18.0,2.0,1.0,9.0,2.0,0,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PowerCyber Training,book,"['jupyter', 'gha', 'python', 'university']",True,PowerCyberTraining/powercybertraining.github.io,CC BY-NC-ND 4.0,PowerCyber Training modules source.,https://github.com/PowerCyberTraining/powercybertraining.github.io,https://powercybertraining.github.io,2024-02-16 22:06:15,2025-09-20 01:55:53.000000,2025-09-20 01:55:43,287.0,5.0,,9.0,8.0,0,True,,1.0,23.0,2.0,,,,56.0,,,,,,,,,,,,,,,,,,,,,
12,TextbookSimulations,book,"['julia', 'jupyter', 'university']",True,Power-Systems-Textbook/TextbookSimulations,CC0-1.0,Examples and problems accompanying Daniel Kirschens Power Systems Textbook.,https://github.com/Power-Systems-Textbook/TextbookSimulations,https://github.com/Power-Systems-Textbook/TextbookSimulations,2022-10-12 19:10:15,2023-11-08 22:54:41.000000,2023-11-08 22:54:34,56.0,3.0,,12.0,2.0,0,True,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,UTK ECE 522 - Power System Analysis II,book,"['python', 'jupyter', 'university']",True,CURENT/ece522,MIT,Hands-on Project for Power System Analysis II (UTK ECE 522).,https://github.com/CURENT/ece522,https://github.com/CURENT/ece522,2023-01-18 03:35:44,2025-02-01 19:05:43.000000,2025-02-01 19:05:41,14.0,2.0,,6.0,4.0,0,True,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ELEC0447 Analysis of Electric Power and Energy Systems,book,"['python', 'jupyter', 'university']",True,bcornelusse/ELEC0447-analysis-power-systems,BSD-2.0,Masters course of power systems analysis at ULige.,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,2020-06-17 14:45:34,2025-10-22 09:57:38.000000,2025-10-22 09:57:35,322.0,7.0,1.0,24.0,6.0,0,True,,2.0,1.0,,,,,53.0,,,,,,,,,,,,,,,,,,,,,
15,Tutorial on DER Hosting Capacity Part 0,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,BSD-3.0,Using dss_python.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,2022-11-30 04:16:00,2024-12-09 04:10:44.000000,2024-12-09 04:10:38,45.0,4.0,,5.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tutorial on DER Hosting Capacity Part 1,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,BSD-3.0,Advanced Tools for the Analysis of Three-Phase Unbalanced LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,2023-03-09 03:28:07,2025-03-25 01:08:53.000000,2025-03-25 01:08:48,33.0,3.0,,3.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Tutorial on DER Hosting Capacity Part 2,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,BSD-3.0,Time-Series Analysis and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,2022-12-01 03:15:41,2025-03-25 01:02:03.000000,2025-03-25 01:02:01,40.0,1.0,,2.0,6.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tutorial on DER Hosting Capacity Part 3,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,BSD-3.0,Volt-Watt Control and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,2023-05-29 06:17:07,2025-03-31 02:33:02.000000,2025-03-31 02:32:56,19.0,,,1.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tutorial on DER Hosting Capacity Part 4,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,BSD-3.0,Monte Carlo Assessment of PV Hosting Capacity of an Integrated MV-LV Network.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,2023-05-29 23:51:23,2024-12-09 03:42:30.000000,2024-12-09 03:42:26,27.0,2.0,,2.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LTB Demo,book,"['jupyter', 'python', 'university']",True,CURENT/demo,MIT,Ready-to-use LTB usage examples.,https://github.com/CURENT/demo,https://ltb.curent.org,2023-03-28 15:37:01,2025-08-12 18:09:23.000000,2025-08-12 18:09:20,219.0,1.0,1.0,3.0,3.0,0,True,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
21,CVXPY,opl,"['gha', 'pypi', 'conda', 'python', 'university']",,cvxpy/cvxpy,Apache-2,Convex optimization modeling language.,https://github.com/cvxpy/cvxpy,https://github.com/cvxpy/cvxpy,2013-07-01 23:48:58,2025-10-27 12:05:31.000000,2025-10-13 18:57:59,3716.0,1122.0,255.0,5981.0,230.0,40,True,http://www.cvxpy.org/,126.0,1237.0,1332.0,2025-09-22 18:04:20.000,1.7.3,142.0,52.0,cvxpy,conda-forge/cvxpy,632.0,2569022.0,19123.0,18363.0,https://pypi.org/project/cvxpy,2025-09-22 18:04:20.000,760.0,2540211.0,https://anaconda.org/conda-forge/cvxpy,2025-08-24 23:12:55.038,1843355.0,1.0,,,,,,,
22,Pyomo,opl,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'lab']",,Pyomo/pyomo,BSD-3,Python-based Optimization Modeling Language.,https://github.com/Pyomo/pyomo,https://www.pyomo.org,2016-05-27 19:33:45,2025-10-29 14:31:20.000000,2025-10-29 14:31:20,28905.0,557.0,319.0,2308.0,184.0,40,True,https://pyomo.readthedocs.io/en/stable/,56.0,2308.0,1168.0,2025-10-17 20:39:01.000,6.9.5,70.0,713.0,Pyomo,conda-forge/pyomo,5137.0,969915.0,4910.0,4627.0,https://pypi.org/project/Pyomo,2025-02-21 15:30:59.000,283.0,942810.0,https://anaconda.org/conda-forge/pyomo,2025-10-17 21:28:53.510,1727342.0,1.0,,,,,,,
23,OR-Tools,ops,"['gha', 'python', 'cpp', 'java', 'for-profit']",,google/or-tools,Apache-2,Google Optimization Tools.,https://github.com/google/or-tools,https://developers.google.com/optimization/,2015-02-21 01:25:35,2025-10-30 17:27:47.000000,2025-09-22 19:54:31,15263.0,2301.0,79.0,12626.0,193.0,38,True,https://developers.google.com/optimization/introduction,302.0,609.0,3070.0,2025-06-19 15:45:38.000,9.14.6206,82.0,5.0,ortools,conda-forge/ortools-python,294086.0,2809119.0,661.0,349.0,https://pypi.org/project/ortools,2025-06-19 15:45:38.000,312.0,2803959.0,https://anaconda.org/conda-forge/ortools-python,2025-04-22 14:58:03.564,131087.0,1.0,,,,,,,
24,Xopt,ops,"['gha', 'python', 'pypi', 'conda', 'lab']",,google/or-tools,MPL-2.0,Flexible high-level optimization in Python.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-10-30 17:27:47.000000,2025-09-22 19:54:31,15263.0,2301.0,79.0,12626.0,193.0,35,True,https://xopt.xopt.org/index.html,302.0,609.0,3070.0,2025-10-13 17:17:57.000,2.6.7,51.0,5.0,xopt,conda-forge/xopt,294104.0,4518.0,352.0,349.0,https://pypi.org/project/xopt,2025-10-13 17:17:57.000,3.0,916.0,https://anaconda.org/conda-forge/xopt,2025-10-13 18:18:37.265,63310.0,1.0,,,,,,,
25,HiGHS,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'c', 'julia', 'rust', 'r', 'cpp', 'university']",,ERGO-Code/HiGHS,MIT,Large-scale Sparse Linear Problem Optimizer.,https://github.com/ERGO-Code/HiGHS,https://highs.dev/,2018-03-27 13:57:58,2025-10-30 17:10:17.000000,2025-10-28 11:41:28,13007.0,257.0,120.0,1351.0,98.0,35,True,https://ergo-code.github.io/HiGHS/,34.0,1481.0,816.0,2025-10-25 18:08:13.000,1.12.0,20.0,688.0,highspy,conda-forge/highs,12976.0,531185.0,102.0,,https://pypi.org/project/highspy,2025-10-25 18:08:13.000,102.0,529613.0,https://anaconda.org/conda-forge/highs,2025-10-27 07:53:15.087,34848.0,1.0,2.0,,,,,,
26,pandapower,steady-state,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,e2nIEE/pandapower,BSD-3,Convenient Power System Modelling and Analysis.,https://github.com/e2nIEE/pandapower,https://www.pandapower.org/,2017-01-12 13:27:53,2025-10-30 12:53:31.000000,2025-10-29 13:42:02,10621.0,534.0,205.0,1044.0,171.0,35,True,https://pandapower.readthedocs.io/en/latest/,47.0,1555.0,893.0,2025-10-27 07:38:23.000,3.2.1,54.0,342.0,pandapower,conda-forge/pandapower,,129741.0,587.0,515.0,https://pypi.org/project/pandapower,2025-10-27 07:38:23.000,72.0,129213.0,https://anaconda.org/conda-forge/pandapower,2025-10-27 08:12:12.961,32678.0,1.0,,pauldepraz/pandapowerapi,https://hub.docker.com/r/pauldepraz/pandapowerapi,2021-02-09 18:05:17.389840,110.0,,
27,Tulip,ops,"['gha', 'julia', 'university']",,google/or-tools,MPL-2.0,Interior-point solver in pure Julia.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-10-30 17:27:47.000000,2025-09-22 19:54:31,15263.0,2301.0,79.0,12626.0,193.0,34,True,https://ds4dm.github.io/Tulip.jl/stable/,302.0,609.0,3070.0,2025-06-19 09:17:59.000,9.14,51.0,5.0,,,294104.0,2430.0,349.0,349.0,,,,,,,,2.0,,,,,,,
28,PyPSA,steady-state,"['gha', 'pypi', 'conda', 'python', 'jupyter', 'university']",,PyPSA/PyPSA,MIT,Python for Power System Analysis.,https://github.com/PyPSA/PyPSA,https://pypsa.org,2016-01-11 09:04:18,2025-10-24 17:47:53.000000,2025-10-24 10:20:59,3117.0,565.0,112.0,1701.0,105.0,32,True,https://pypsa.readthedocs.io/en/latest/,69.0,947.0,360.0,2025-10-24 06:53:16.000,1.0.2,77.0,117.0,pypsa,conda-forge/pypsa,,31572.0,345.0,311.0,https://pypi.org/project/pypsa,2025-10-24 06:53:16.000,34.0,28845.0,https://anaconda.org/conda-forge/pypsa,2025-10-24 09:59:43.248,171832.0,1.0,,,,,,,
29,OSQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'julia', 'octave', 'r', 'university']",,osqp/osqp,Apache-2,Operator Splitting QP Solver.,https://github.com/osqp/osqp,https://osqp.org,2016-09-27 03:02:46,2025-10-26 17:04:00.000000,2025-10-13 13:22:02,2980.0,383.0,112.0,1980.0,36.0,31,True,https://osqp.org/docs/get_started/,40.0,305.0,277.0,2025-05-08 15:15:55.000,1.0.4,44.0,7.0,osqp,conda-forge/osqp,141697.0,2393647.0,125.0,,https://pypi.org/project/osqp,2025-10-15 14:04:59.000,125.0,2369212.0,https://anaconda.org/conda-forge/osqp,2025-10-25 11:14:02.226,1313673.0,2.0,,,,,,,
30,PySCIPOpt,ops,"['gha', 'pypi', 'conda', 'python', 'lab']",,scipopt/PySCIPOpt,MIT,Python interface for SCIP.,https://github.com/scipopt/PySCIPOpt,https://www.scipopt.org/,2016-05-19 14:29:21,2025-10-30 15:35:03.000000,2025-10-30 11:06:33,2179.0,269.0,37.0,932.0,84.0,31,True,https://scipopt.github.io/PySCIPOpt/docs/html/,26.0,486.0,579.0,2025-08-26 14:10:03.000,5.6.0,71.0,28.0,PySCIPOpt,conda-forge/pyscipopt,,152670.0,475.0,405.0,https://pypi.org/project/PySCIPOpt,2025-08-25 16:53:06.000,70.0,142124.0,https://anaconda.org/conda-forge/pyscipopt,2025-08-30 15:50:04.990,590616.0,2.0,,,,,,,
31,Power Grid Model,steady-state,"['gha', 'pypi', 'conda', 'python', 'c', 'jupyter', 'non-profit']",,PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2025-10-29 10:05:21.000000,2025-10-28 15:38:31,9388.0,45.0,89.0,186.0,28.0,31,True,https://power-grid-model.readthedocs.io/en/stable/,4.0,908.0,172.0,2025-10-28 16:41:58.000,1.12.60,729.0,680.0,power-grid-model,conda-forge/power-grid-model,1134.0,201886.0,48.0,36.0,https://pypi.org/project/power-grid-model,2025-10-28 16:41:58.000,12.0,65309.0,https://anaconda.org/conda-forge/power-grid-model,2025-10-28 18:43:43.008,3952537.0,1.0,,,,,,,
32,SCS,ops,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'r', 'c', 'university']",,cvxgrp/scs,MIT,Splitting Conic Solver.,https://github.com/cvxgrp/scs,https://github.com/cvxgrp/scs,2013-11-29 23:11:16,2025-10-29 18:09:00.232000,2025-10-12 17:13:06,1287.0,140.0,43.0,596.0,32.0,29,True,https://www.cvxgrp.org/scs/,32.0,143.0,145.0,2025-10-12 20:19:20.000,3.2.9,46.0,11.0,scs,conda-forge/scs,,2108811.0,66.0,,https://pypi.org/project/scs,2025-10-12 20:19:20.000,66.0,2083258.0,https://anaconda.org/conda-forge/scs,2025-10-29 18:09:00.232,1507660.0,2.0,,,,,,,
33,OpenModelica,cosime,"['modelica', 'python', 'university']",,OpenModelica/OpenModelica,https://modelica.org/licenses/ModelicaLicense2/,Modelica-based environment for modeling and simulation.,https://github.com/OpenModelica/OpenModelica,https://openmodelica.org,2015-05-03 16:59:29,2025-10-30 13:39:59.000000,2025-10-30 13:39:59,37775.0,333.0,2111.0,1072.0,199.0,28,True,https://openmodelica.org/useresresources/userdocumentation,53.0,5660.0,6359.0,2025-10-17 14:09:35.000,1.25.5,33.0,225.0,,,497.0,446.0,,,,,,,,,,1.0,,openmodelica/openmodelica,https://hub.docker.com/r/openmodelica/openmodelica,2025-10-16 22:23:02.614930,55333.0,6.0,
34,Ipopt,ops,"['pypi', 'conda', 'python', 'non-profit']",,coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,https://www.coin-or.org/,2019-01-28 12:24:22,2025-09-30 09:05:33.000000,2025-09-30 09:05:33,2429.0,299.0,8.0,1655.0,38.0,27,True,https://coin-or.github.io/Ipopt/,45.0,43.0,613.0,2025-07-30 10:34:09.000,releases/3.14.19,33.0,8.0,ipopt,conda-forge/ipopt,24344.0,34987.0,10.0,,https://pypi.org/project/ipopt,2021-04-07 07:03:48.000,10.0,2158.0,https://anaconda.org/conda-forge/ipopt,2025-08-18 07:11:47.214,1947665.0,3.0,-1.0,,,,,,
35,CVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'university']",,cvxopt/cvxopt,GPL-3,Python Software for Convex Optimization.,https://github.com/cvxopt/cvxopt,https://cvxopt.org/,2013-02-22 22:14:31,2025-10-20 19:45:14.000000,2025-10-20 19:45:14,61.0,214.0,45.0,1026.0,10.0,27,True,http://cvxopt.org/userguide/,39.0,73.0,150.0,2023-08-09 14:30:49.000,1.3.2,17.0,1.0,cvxopt,conda-forge/cvxopt,,697185.0,15053.0,14591.0,https://pypi.org/project/cvxopt,2023-08-09 14:30:49.000,462.0,669889.0,https://anaconda.org/conda-forge/cvxopt,2025-04-22 14:56:23.779,1637801.0,2.0,,,,,,,
36,precice,cosime,"['gha', 'c', 'pypi', 'conda', 'university']",,precice/precice,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,https://precice.org/,2015-05-22 14:05:22,2025-10-30 03:42:16.203847,2025-10-27 07:55:59,5551.0,200.0,202.0,842.0,59.0,26,True,https://precice.org/docs.html,35.0,1450.0,735.0,2025-10-16 08:59:43.000,3.3.1,36.0,61.0,pyprecice,conda-forge/pyprecice,38401.0,5353.0,8.0,,https://pypi.org/project/pyprecice,2025-10-16 08:59:43.000,8.0,1859.0,https://anaconda.org/conda-forge/pyprecice,2025-10-16 10:22:35.141,133130.0,3.0,,precice/precice,https://hub.docker.com/r/precice/precice,2025-10-30 03:42:16.203847,32338.0,,
37,GridCal,steady-state,"['gha', 'pypi', 'python', 'volunteer']",,SanPen/GridCal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/VeraGrid,https://www.eroots.tech/software,2016-01-13 15:40:10,2025-10-23 22:20:34.000000,2025-10-23 22:20:29,16097.0,117.0,34.0,481.0,59.0,26,True,https://gridcal.readthedocs.io/en/latest/?badge=latest,33.0,153.0,260.0,2025-08-27 15:57:46.000,5.4.0,424.0,547.0,GridCal,,54.0,3916.0,,,https://pypi.org/project/GridCal,2025-08-27 15:57:46.000,,3916.0,,,,1.0,,,,,,,SanPen/VeraGrid
38,JuMP,opl,"['gha', 'jupyter', 'julia', 'non-profit']",,jump-dev/JuMP.jl,MPL-2.0,Julia-based Optimization Modeling Language.,https://github.com/jump-dev/JuMP.jl,https://jump.dev,2012-10-10 00:34:45,2025-10-28 22:19:34.000000,2025-10-28 21:40:52,5117.0,408.0,12.0,2360.0,167.0,25,True,https://jump.dev/JuMP.jl/stable/,80.0,2500.0,1510.0,2025-10-21 01:16:15.000,1.29.2,88.0,34.0,,,,,,,,,,,,,,3.0,,,,,,,
39,ECOS,ops,"['python', 'julia', 'c', 'octave', 'r', 'university']",,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-09-03 23:54:41.738000,2022-01-04 22:33:07,622.0,126.0,67.0,518.0,40.0,25,True,https://github.com/embotech/ecos/wiki,34.0,65.0,95.0,2024-06-18 03:47:45.000,2.0.14,24.0,,ecos,conda-forge/ecos,,777332.0,49.0,,https://pypi.org/project/ecos,2024-06-18 03:47:45.000,49.0,758026.0,https://anaconda.org/conda-forge/ecos,2025-09-03 23:54:41.738,1139068.0,3.0,,,,,,,
40,pandapipes,gasnet,"['gha', 'pypi', 'jupyter', 'python', 'university']",,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2025-10-16 09:39:36.000000,2025-10-16 09:39:36,2254.0,71.0,86.0,197.0,28.0,25,True,https://jkpandapipes.readthedocs.io/en/latest/,10.0,549.0,87.0,2025-06-27 16:34:37.000,0.12.0,22.0,9.0,pandapipes,,,11670.0,45.0,35.0,https://pypi.org/project/pandapipes,2025-06-27 16:34:37.000,10.0,11670.0,,,,1.0,,,,,,,
41,Clarabel.rs,ops,"['gha', 'pypi', 'conda', 'python', 'rust', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2.0,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2025-10-27 22:13:19.000000,2025-09-25 13:24:15,629.0,35.0,14.0,481.0,11.0,24,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,12.0,143.0,47.0,2025-06-11 16:48:58.000,0.11.1,18.0,1.0,clarabel,conda-forge/clarabel,,1873764.0,90.0,47.0,https://pypi.org/project/clarabel,2025-06-11 16:48:58.000,43.0,1862004.0,https://anaconda.org/conda-forge/clarabel,2025-09-25 16:18:15.210,282248.0,3.0,,,,,,,
42,Grid2Op,mrl,"['gha', 'pypi', 'jupyter', 'python', 'for-profit']",,rte-france/Grid2Op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/Grid2op/grid2op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46,2025-10-20 07:29:55.000000,2025-08-28 12:34:04,3493.0,134.0,54.0,385.0,32.0,24,True,https://grid2op.readthedocs.io/en/latest/,20.0,331.0,327.0,2025-08-28 15:25:11.000,.1.12.1,92.0,18.0,Grid2Op,,,7906.0,23.0,,https://pypi.org/project/Grid2Op,2025-07-24 18:24:04.000,23.0,7763.0,,,,1.0,-2.0,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,10322.0,1.0,Grid2op/grid2op
43,GridStatus,data,"['gha', 'pypi', 'python', 'for-profit']",,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2025-10-29 18:22:23.000000,2025-10-29 18:22:20,687.0,68.0,43.0,363.0,36.0,24,True,https://docs.gridstatus.io/en/latest/,10.0,573.0,85.0,2025-10-11 02:47:30.000,0.33.0,35.0,42.0,gridstatus,services/gridstatus,,54215.0,26.0,24.0,https://pypi.org/project/gridstatus,2025-10-11 02:47:30.000,2.0,54214.0,https://anaconda.org/services/gridstatus,2025-03-25 16:20:32.129,31.0,1.0,,,,,,,gridstatus/gridstatus
44,PowSyBl Core,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18,2025-10-30 16:04:41.000000,2025-10-30 14:02:06,3605.0,49.0,279.0,145.0,122.0,24,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,21.0,3005.0,399.0,2025-10-22 08:24:44.000,7.0.1,100.0,75.0,,,,,93.0,93.0,,,,,,,,1.0,,,,,,,
