,name,category,labels,resource,github_id,homepage,license,description,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,docs_url,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,new_addition,dockerhub_stars,conda_latest_release_published_at,conda_total_downloads,trending,updated_github_id
25,GridPath,steady-state,['python'],,blue-marble/gridpath,https://www.gridpath.io/,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,2016-08-12 18:13:28,2023-04-04 22:41:47.000000,2023-01-24 20:38:40,1354,11.0,29.0,10.0,691.0,244.0,68,7.0,18,True,65.0,,,https://gridpath.readthedocs.io/en/latest/?badge=latest,2023-01-24 21:18:20,0.15.0,480.0,13.0,22.0,,,,,,3.0,,,,,,,,,,
26,Easy SimAuto,intf,['python'],,mzy2240/ESA,https://github.com/mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2023-03-18 17:49:04.000000,2023-03-18 17:49:04,645,3.0,7.0,4.0,14.0,75.0,34,10.0,18,True,9.0,esa,,https://mzy2240.github.io/ESA/html/index.html,2022-12-10 04:28:14,1.3.4,,3141.0,14.0,3.0,3.0,https://pypi.org/project/esa,3141.0,,1.0,,,,,,,,,,
27,LightSim2Grid,steady-state,['python'],,BDonnot/lightsim2grid/,https://l2rpn.chalearn.org/,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,2020-03-09 07:35:27,2023-03-31 08:40:57.000000,2023-01-11 14:19:15,439,14.0,9.0,2.0,27.0,17.0,33,,18,True,14.0,LightSim2Grid,,https://lightsim2grid.readthedocs.io/en/latest/,2023-01-11 14:19:53,0.7.1,51.0,2125.0,14.0,21.0,21.0,https://pypi.org/project/LightSim2Grid,2120.0,,3.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,174.0,,,,,,
28,PowerModels.jl,steady-state,['julia'],,lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2023-02-21 18:36:40.000000,2023-02-21 18:33:10,946,2.0,119.0,23.0,407.0,353.0,309,27.0,17,True,97.0,,,https://lanl-ansi.github.io/PowerModels.jl/stable/,2023-01-07 04:18:20,0.19.8,,,70.0,,,,,,3.0,,,,,,,,,,
29,EGRET,steady-state,['python'],,grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2023-04-04 01:40:10.000000,2023-04-04 01:40:07,1050,18.0,43.0,14.0,226.0,37.0,102,38.0,17,True,42.0,,,,2023-04-03 23:11:48,0.5.5,,,6.0,3.0,3.0,,,,3.0,,,,,,,,,2.0,
30,PyPSA-Eur-Sec,steady-state,['python'],,PyPSA/pypsa-eur-sec,https://pypsa.org,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur-sec,2019-04-17 15:43:45,2023-04-03 23:12:18.000000,2023-03-18 12:51:31,1055,109.0,45.0,15.0,197.0,,76,22.0,17,True,,,,https://pypsa-eur-sec.readthedocs.io/en/latest/?badge=latest,2023-02-16 20:39:50,0.7.0,,,7.0,,,,,,3.0,,,,,,,,,,
31,OpenDSSDirect.py,intf,['python'],,dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,2017-06-20 19:18:22,2023-04-02 07:29:53.000000,2023-04-02 04:32:10,374,6.0,20.0,13.0,31.0,76.0,68,3.0,17,True,15.0,OpenDSSDirect.py,opendssdirect.py,https://dss-extensions.org/OpenDSSDirect.py/,2023-04-02 04:50:30,0.8.1,,2998.0,15.0,,,https://pypi.org/project/OpenDSSDirect.py,2998.0,https://anaconda.org/anaconda/opendssdirect.py,2.0,,,,,,,,,3.0,
32,OpenIPSL,dynamic,,,OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,BSD-3,A library of power system models written with Modelica.,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2023-02-23 13:57:00.000000,2023-02-16 11:34:21,1691,33.0,43.0,19.0,219.0,99.0,57,31.0,17,True,13.0,,,https://doc.openipsl.org,2022-06-23 13:05:59,3.0.1,478.0,5.0,15.0,,,,,,2.0,,,,,,,,,,
33,PowerSimulationsDynamics.jl,dynamic,['julia'],,NREL-SIIP/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Dynamic Power System simulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,2020-07-16 19:36:16,2023-04-06 00:38:09.000000,2023-03-15 15:16:10,2252,8.0,28.0,12.0,183.0,77.0,113,11.0,16,True,37.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-02-20 05:09:24,0.10.10,,,32.0,,,,,,2.0,,,,,,,,,,
34,py-dss-interface,intf,['python'],,PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2023-03-18 19:02:18.000000,2023-03-18 19:02:16,497,67.0,7.0,6.0,47.0,21.0,16,5.0,16,True,32.0,py-dss-interface,,https://py-dss-interface.readthedocs.io/en/latest/,2022-07-23 19:49:38,1.0.3,,119.0,1.0,18.0,18.0,https://pypi.org/project/py-dss-interface,119.0,,2.0,,,,,,,,,,
35,PowerSystems,dynamic,,,modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2023-03-20 17:22:14.000000,2023-03-20 17:17:24,189,2.0,33.0,30.0,17.0,27.0,50,10.0,14,True,8.0,,,https://build.openmodelica.org/Documentation/PowerSystems.html,2023-03-20 16:24:10,1.0.1,,,6.0,,,,,,3.0,,,,,,,,,,
36,PyDSS,intf,['python'],,NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,2018-10-16 15:59:07,2023-01-24 20:36:53.000000,2023-01-24 20:33:41,777,4.0,16.0,8.0,96.0,9.0,25,23.0,14,True,14.0,pydss,,https://nrel.github.io/PyDSS/index.html,2023-01-24 20:36:53,2.2.4,,33.0,10.0,2.0,2.0,https://pypi.org/project/pydss,33.0,,3.0,,,,,,,,,,
37,GasModels.jl,gasnet,['julia'],,lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2022-11-22 22:18:53.000000,2022-11-22 22:16:01,1011,,13.0,9.0,107.0,98.0,56,11.0,12,True,45.0,,,https://lanl-ansi.github.io/GasModels.jl/latest/,2022-07-25 23:24:15,0.9.2,,,19.0,,,,,,3.0,,,,,,,,,,
38,PowerGraphics,vis,['julia'],,nrel-siip/powergraphics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Visualization for PowerSimulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerGraphics.jl,2020-02-19 23:29:27,2023-04-04 15:07:23.000000,2023-02-03 18:01:26,519,4.0,8.0,8.0,75.0,20.0,19,9.0,12,True,11.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-02-03 18:22:11,0.14.0,,,34.0,,,,,,1.0,,,,,,,,,,
39,DSSData,intf,['python'],,felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-03-22 14:07:21.000000,2023-03-22 14:06:39,184,5.0,3.0,2.0,63.0,30.0,9,2.0,11,True,6.0,dssdata,,https://felipemarkson.github.io/dssdata/,,,24.0,158.0,8.0,,,https://pypi.org/project/dssdata,158.0,,3.0,,,,,,,,,3.0,
40,STEPS,dynamic,,,changgang/steps,https://github.com/changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,2019-08-24 12:09:47,2023-03-01 06:35:49.000000,2022-04-13 13:08:17,532,,11.0,3.0,,1.0,32,3.0,10,True,,,,https://github.com/changgang/steps/wiki/,2020-09-27 10:38:25,1.4,8.0,0.0,4.0,5.0,5.0,,,,3.0,,,,,,,,,,
41,RLGC,mrl,"['python', 'jupyter']",,RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000000,2022-04-08 07:12:43,90,,27.0,4.0,3.0,10.0,86,4.0,9,True,4.0,,,,2020-12-23 06:10:29,V1.0.0_RC,,,2.0,,,,,,3.0,,,,,,,,,,
42,PowerSAS.m,dynamic,,,ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2023-03-06 01:46:18.000000,2023-03-06 01:19:27,59,34.0,4.0,,2.0,,12,3.0,9,True,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
43,LTB DiME,msg,"['ltb', 'curent']",,CURENT/dime,https://curent.github.io/,GPL-3.0,Distributed Messaging Environment; Part of CURENT LTB.,https://github.com/CURENT/dime,2020-04-29 20:36:10,2023-04-04 20:29:57.000000,2023-03-28 13:34:55,266,3.0,3.0,5.0,3.0,33.0,3,3.0,9,True,12.0,,,https://ltbdime.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,,,,4.0,
44,LTB AGVis,vis,"['ltb', 'curent']",,CURENT/agvis,https://curent.github.io/,GPL-3.0,Geographical Visualization for Power Grid; Part of CURENT LTB.,https://github.com/CURENT/agvis,2019-08-30 19:15:27,2023-03-28 15:52:21.000000,2023-03-27 03:18:28,329,14.0,4.0,1.0,23.0,1.0,1,8.0,8,True,7.0,,,https://agvis.readthedocs.io/en/latest/,2023-02-20 15:42:02,3.0.0,7.0,3.0,1.0,,,,,,3.0,,,,,,,,,,
45,OpenHybridSim,dynamic,,,OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,BSD-3,Power system EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13.000000,2020-05-05 20:35:12,16,,5.0,5.0,,,7,,6,False,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
46,andes_gym,mrl,"['python', 'curent']",,cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49.000000,2022-01-28 19:53:49,31,,3.0,2.0,1.0,,6,2.0,6,False,,andes,andes,,,,,638.0,,,,https://pypi.org/project/andes,638.0,https://anaconda.org/anaconda/andes,3.0,,,,,,,,,,
47,GSEIM,pe,['python'],,gseim/gseim,https://github.com/gseim/gseim,GPL-3.0,Interface Python to Ngspice and Xyce.,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-10-06 04:40:05.000000,2022-09-21 16:45:39,51,,1.0,3.0,14.0,4.0,5,3.0,5,True,1.0,,,https://gseim.github.io/build/html/index.html,,,,,,,,,,,1.0,,,,,,,,,,
48,Large-scale Testbed (LTB),cosimps,"['python', 'ltb', 'curent']",,CURENT/ltb,https://curent.github.io/,GPL-3.0,CURENT Large-scale Testbed.,https://github.com/CURENT/ltb,2019-03-08 01:57:49,2023-03-13 01:41:09.000000,2023-03-11 05:30:23,30,15.0,1.0,2.0,2.0,4.0,1,4.0,5,True,1.0,,,https://ltb.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,,,,3.0,
49,EasySimauto.jl,intf,['julia'],,mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2022-09-27 15:08:26.000000,2022-09-17 15:46:13,11,,,1.0,,2.0,4,,4,True,,,,,2022-09-27 15:08:27,0.1.0,,,1.0,,,,,,3.0,,,,,,,,,,
