,name,category,labels,resource,github_id,homepage,license,description,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,docs_url,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,new_addition,dockerhub_stars,conda_latest_release_published_at,conda_total_downloads,updated_github_id
16,Power Grid Model,steady-state,['python'],,alliander-opensource/power-grid-model,https://github.com/PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2023-05-02 13:15:05,2023-05-02 12:06:38,1699,329.0,11.0,4.0,175.0,44.0,66,14.0,22,True,27.0,power-grid-model,,https://power-grid-model.readthedocs.io/en/stable/,2023-05-02 13:15:05,1.4.65,1582.0,8498.0,100.0,2.0,2.0,https://pypi.org/project/power-grid-model,8340.0,,2.0,,,,,,,,,,PowerGridModel/power-grid-model
17,AMPLPY,ops,['python'],,ampl/amplpy,https://ampl.com/,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,2017-06-27 00:22:07,2023-05-03 11:08:53,2023-05-03 11:08:48,537,84.0,16.0,12.0,6.0,31.0,54,8.0,22,True,12.0,amplpy,amplpy,https://amplpy.readthedocs.io/en/latest/,2023-03-14 20:21:15,0.9.0,,9031.0,10.0,38.0,38.0,https://pypi.org/project/amplpy,9031.0,https://anaconda.org/anaconda/amplpy,3.0,,,,,,True,,,,
18,PyPSA-Eur,steady-state,['python'],,PyPSA/pypsa-eur,https://pypsa.org,MIT,Optimisation Model of the European Transmission System.,https://github.com/PyPSA/pypsa-eur,2017-10-11 23:54:41,2023-05-03 15:42:31,2023-05-03 09:19:20,2577,401.0,125.0,15.0,341.0,204.0,192,47.0,21,True,112.0,,,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,2023-03-18 12:27:50,0.8.0,,0.0,11.0,,,,,,3.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,2022-04-11 21:54:31.539284,36.0,,,,,,
19,HELICS,cosimf,"['python', 'julia']",,GMLC-TDC/HELICS,https://helics.org/tools/,BSD-3,Framework to Integrate Simulators.,https://github.com/GMLC-TDC/HELICS,2017-06-01 17:03:19,2023-05-02 23:52:42,2023-03-27 11:58:08,3415,3.0,36.0,13.0,1889.0,543.0,92,38.0,21,True,75.0,helics,helics,,2023-01-20 21:48:22,3.4.0,18144.0,3055.0,54.0,,,https://pypi.org/project/helics,2767.0,https://anaconda.org/anaconda/helics,1.0,,,,,,,,,,
20,PYPOWER,steady-state,['python'],,rwl/PYPOWER,rwl.github.io/PYPOWER/api/,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,2009-05-22 12:14:47,2023-03-29 15:15:06,2023-03-29 15:07:00,351,8.0,95.0,25.0,43.0,11.0,263,20.0,20,True,26.0,PYPOWER,pypower,http://rwl.github.io/PYPOWER/index.html,2021-03-22 22:06:27,5.1.15,,3031.0,13.0,76.0,76.0,https://pypi.org/project/PYPOWER,3031.0,https://anaconda.org/anaconda/pypower,3.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,16.0,,,,,,
21,LTB andes,dynamic,"['python', 'jupyter', 'ltb', 'curent']",,CURENT/andes,https://curent.github.io/,GPL-3,Transient Stability Simulator; Part of CURENT LTB.,https://github.com/CURENT/andes,2016-11-07 01:04:50,2023-04-24 13:00:59,2023-04-24 12:42:58,4385,41.0,74.0,14.0,256.0,45.0,159,20.0,20,True,5.0,andes,andes,https://docs.andes.app/en/latest/,2022-03-27 17:07:13,1.6.2,,438.0,18.0,11.0,11.0,https://pypi.org/project/andes,437.0,https://anaconda.org/anaconda/andes,1.0,cuihantao/andes,https://hub.docker.com/r/cuihantao/andes,2020-12-10 15:50:41.614180,110.0,,,,,,
22,powerplantmatching,data,['python'],,PyPSA/powerplantmatching,https://pypsa.org,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,2016-08-15 16:36:25,2023-05-02 09:00:23,2023-04-24 09:46:24,789,14.0,43.0,19.0,50.0,47.0,107,19.0,20,True,17.0,powerplantmatching,powerplantmatching,https://atlite.readthedocs.io/en/master/?badge=master,2023-02-13 16:37:22,0.5.6,42.0,186.0,13.0,14.0,14.0,https://pypi.org/project/powerplantmatching,186.0,https://anaconda.org/anaconda/powerplantmatching,3.0,,,,,,,,,,
23,matpower,steady-state,,,MATPOWER/matpower,https://matpower.org/,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,2016-12-16 19:12:30,2023-03-29 21:16:27,2023-03-29 21:00:09,2304,8.0,133.0,29.0,36.0,128.0,313,12.0,19,True,17.0,matpower,,https://matpower.org/doc/,2020-10-08 23:57:49,7.1,238577.0,4653.0,4.0,,,https://pypi.org/project/matpower,227.0,,3.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2022-12-23 05:36:43.825145,656.0,,,,,,
24,pandapipes,gasnet,['python'],,e2nIEE/pandapipes,https://www.pandapipes.org/,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,2020-02-03 15:04:57,2023-04-27 06:26:04,2023-03-15 07:43:36,1580,3.0,41.0,9.0,389.0,62.0,82,17.0,19,True,41.0,pandapipes,,https://jkpandapipes.readthedocs.io/en/latest/,2023-02-02 15:58:41,0.8.4,,612.0,14.0,6.0,6.0,https://pypi.org/project/pandapipes,612.0,,1.0,,,,,-3.0,,,,,
25,Easy SimAuto,intf,['python'],,mzy2240/ESA,https://github.com/mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2023-04-30 20:06:22,2023-03-18 17:49:04,645,3.0,7.0,4.0,14.0,75.0,36,10.0,18,True,9.0,esa,,https://mzy2240.github.io/ESA/html/index.html,2022-12-10 04:28:14,1.3.4,,3292.0,14.0,3.0,3.0,https://pypi.org/project/esa,3292.0,,1.0,,,,,,,,,,
26,PowerModels.jl,steady-state,['julia'],,lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2023-04-26 05:02:37,2023-04-24 05:14:58,947,2.0,121.0,24.0,409.0,353.0,315,27.0,17,True,97.0,,,https://lanl-ansi.github.io/PowerModels.jl/stable/,2023-01-07 04:18:20,0.19.8,,,70.0,,,,,,3.0,,,,,,,,,,
27,EGRET,steady-state,['python'],,grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2023-04-17 16:08:16,2023-04-17 16:08:15,1053,21.0,42.0,14.0,227.0,37.0,102,38.0,17,True,42.0,,,,2023-04-03 23:11:48,0.5.5,,,6.0,3.0,3.0,,,,3.0,,,,,2.0,,,,,
28,PyPSA-Eur-Sec,steady-state,['python'],,PyPSA/pypsa-eur-sec,https://pypsa.org,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur-sec,2019-04-17 15:43:45,2023-05-02 20:29:16,2023-03-18 12:51:31,1055,94.0,46.0,15.0,198.0,,78,22.0,17,True,,,,https://pypsa-eur-sec.readthedocs.io/en/latest/?badge=latest,2023-02-16 20:39:50,0.7.0,,,7.0,,,,,,3.0,,,,,,,,,,
29,GridPath,steady-state,['python'],,blue-marble/gridpath,https://www.gridpath.io/,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,2016-08-12 18:13:28,2023-05-03 17:42:24,2023-01-24 20:38:40,1354,,28.0,10.0,696.0,247.0,69,7.0,17,True,65.0,,,https://gridpath.readthedocs.io/en/latest/?badge=latest,2023-01-24 21:18:20,0.15.0,493.0,13.0,22.0,,,,,,3.0,,,,,,,,,,
30,OpenDSSDirect.py,intf,['python'],,dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,2017-06-20 19:18:22,2023-04-13 18:02:36,2023-04-13 12:24:16,376,8.0,20.0,13.0,31.0,77.0,69,3.0,17,True,16.0,OpenDSSDirect.py,opendssdirect.py,https://dss-extensions.org/OpenDSSDirect.py/,2023-04-02 04:50:30,0.8.1,,3587.0,15.0,,,https://pypi.org/project/OpenDSSDirect.py,3587.0,https://anaconda.org/anaconda/opendssdirect.py,2.0,,,,,3.0,,,,,
31,LightSim2Grid,steady-state,['python'],,BDonnot/lightsim2grid/,https://l2rpn.chalearn.org/,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,2020-03-09 07:35:27,2023-04-28 14:22:41,2023-01-11 14:19:15,439,,9.0,2.0,27.0,17.0,34,,17,True,14.0,LightSim2Grid,,https://lightsim2grid.readthedocs.io/en/latest/,2023-01-11 14:19:53,0.7.1,58.0,2745.0,14.0,22.0,22.0,https://pypi.org/project/LightSim2Grid,2739.0,,3.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,175.0,,,,,,
32,py-dss-interface,intf,['python'],,PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2023-03-18 19:02:18,2023-03-18 19:02:16,497,67.0,7.0,6.0,47.0,21.0,17,5.0,17,True,32.0,py-dss-interface,,https://py-dss-interface.readthedocs.io/en/latest/,2022-07-23 19:49:38,1.0.3,,172.0,1.0,18.0,18.0,https://pypi.org/project/py-dss-interface,172.0,,2.0,,,,,,,,,,
33,PowerSimulationsDynamics.jl,dynamic,['julia'],,NREL-SIIP/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Dynamic Power System simulations; Part of the SIIP at NREL.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,2020-07-16 19:36:16,2023-05-01 23:35:33,2023-04-20 23:24:00,2253,7.0,28.0,12.0,190.0,79.0,115,11.0,16,True,37.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-02-20 05:09:24,0.10.10,,,32.0,,,,,,2.0,,,,,,,,,,NREL-Sienna/PowerSimulationsDynamics.jl
34,OpenIPSL,dynamic,,,OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,BSD-3,A library of power system models written with Modelica.,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2023-05-03 15:30:05,2023-04-25 06:37:32,1692,5.0,43.0,19.0,219.0,99.0,57,31.0,16,True,13.0,,,https://doc.openipsl.org,2022-06-23 13:05:59,3.0.1,478.0,5.0,15.0,,,,,,2.0,,,,,-2.0,,,,,
35,PyDSS,intf,['python'],,NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,2018-10-16 15:59:07,2023-05-01 16:51:45,2023-04-26 23:33:37,783,6.0,16.0,8.0,97.0,9.0,25,23.0,15,True,15.0,pydss,,https://nrel.github.io/PyDSS/index.html,2023-04-26 23:36:20,2.2.6,,26.0,11.0,2.0,2.0,https://pypi.org/project/pydss,26.0,,3.0,,,,,,,,,,
36,PowerSystems,dynamic,,,modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2023-03-20 17:22:14,2023-03-20 17:17:24,189,2.0,33.0,28.0,17.0,27.0,50,10.0,14,True,9.0,,,https://build.openmodelica.org/Documentation/PowerSystems.html,2023-03-20 16:24:10,1.0.1,,,6.0,,,,,,3.0,,,,,,,,,,
37,GasModels.jl,gasnet,['julia'],,lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2022-11-22 22:18:53,2022-11-22 22:16:01,1011,,13.0,9.0,107.0,98.0,57,11.0,12,True,45.0,,,https://lanl-ansi.github.io/GasModels.jl/latest/,2022-07-25 23:24:15,0.9.2,,,19.0,,,,,,3.0,,,,,,,,,,
38,PowerGraphics,vis,['julia'],,nrel-siip/powergraphics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Visualization for PowerSimulations; Part of the SIIP at NREL.,https://github.com/NREL-Sienna/PowerGraphics.jl,2020-02-19 23:29:27,2023-05-04 15:14:25,2023-05-04 14:52:39,525,6.0,8.0,7.0,75.0,20.0,19,9.0,12,True,11.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-05-04 15:14:26,0.14.1,,,35.0,,,,,,1.0,,,,,,,,,,NREL-Sienna/PowerGraphics.jl
39,DSSData,intf,['python'],,felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09,2023-04-10 13:02:03,186,5.0,3.0,2.0,64.0,31.0,9,2.0,11,True,5.0,dssdata,,https://felipemarkson.github.io/dssdata/,,,25.0,172.0,9.0,,,https://pypi.org/project/dssdata,172.0,,3.0,,,,,3.0,,,,,
40,STEPS,dynamic,,,changgang/steps,https://github.com/changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,2019-08-24 12:09:47,2023-03-01 06:35:49,2022-04-13 13:08:17,532,,12.0,4.0,,1.0,34,3.0,10,False,,,,https://github.com/changgang/steps/wiki/,2020-09-27 10:38:25,1.4,8.0,0.0,4.0,5.0,5.0,,,,3.0,,,,,,,,,,
41,RLGC,mrl,"['python', 'jupyter']",,RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43,2022-04-08 07:12:43,90,,27.0,4.0,3.0,10.0,87,4.0,9,False,4.0,,,,2020-12-23 06:10:29,V1.0.0_RC,,,2.0,,,,,,3.0,,,,,,,,,,
42,PowerSAS.m,dynamic,,,ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2023-03-06 01:46:18,2023-03-06 01:19:27,59,34.0,4.0,,2.0,,12,3.0,9,True,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
43,LTB DiME,msg,"['ltb', 'curent']",,CURENT/dime,https://curent.github.io/,GPL-3.0,Distributed Messaging Environment; Part of CURENT LTB.,https://github.com/CURENT/dime,2020-04-29 20:36:10,2023-04-04 20:29:57,2023-03-28 13:34:55,266,3.0,3.0,5.0,3.0,33.0,3,3.0,9,True,12.0,,,https://ltbdime.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,4.0,,,,,
44,LTB AGVis,vis,"['ltb', 'curent']",,CURENT/agvis,https://curent.github.io/,GPL-3.0,Geographical Visualization for Power Grid; Part of CURENT LTB.,https://github.com/CURENT/agvis,2019-08-30 19:15:27,2023-04-28 17:23:54,2023-04-27 21:03:14,421,106.0,4.0,1.0,29.0,1.0,1,8.0,8,True,13.0,,,https://agvis.readthedocs.io/en/latest/,2023-02-20 15:42:02,3.0.0,7.0,2.0,1.0,,,,,,3.0,,,,,,,,,,
45,Large-scale Testbed (LTB),cosimps,"['python', 'ltb', 'curent']",,CURENT/ltb,https://curent.github.io/,GPL-3.0,CURENT Large-scale Testbed.,https://github.com/CURENT/ltb,2019-03-08 01:57:49,2023-04-29 21:15:34,2023-04-29 21:15:34,62,47.0,2.0,2.0,7.0,4.0,3,4.0,7,True,1.0,,,https://ltb.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,5.0,,,,,
46,OpenHybridSim,dynamic,,,OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,BSD-3,Power system EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13,2020-05-05 20:35:12,16,,5.0,5.0,,,7,,6,False,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
47,andes_gym,mrl,"['python', 'curent']",,cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49,2022-01-28 19:53:49,31,,3.0,2.0,1.0,,6,2.0,6,False,,andes,andes,,,,,437.0,,,,https://pypi.org/project/andes,437.0,https://anaconda.org/anaconda/andes,3.0,,,,,,,,,,
48,GSEIM,pe,['python'],,gseim/gseim,https://github.com/gseim/gseim,GPL-3.0,Interface Python to Ngspice and Xyce.,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-10-06 04:40:05,2022-09-21 16:45:39,51,,2.0,3.0,14.0,4.0,6,3.0,5,True,1.0,,,https://gseim.github.io/build/html/index.html,,,,,,,,,,,1.0,,,,,,,,,,
49,EasySimauto.jl,intf,['julia'],,mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2022-09-27 15:08:26,2022-09-17 15:46:13,11,,,1.0,,2.0,4,,4,True,,,,,2022-09-27 15:08:27,0.1.0,,,1.0,,,,,,3.0,,,,,,,,,,
