,name,category,labels,resource,github_id,homepage,license,description,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,docs_url,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,new_addition,trending,dockerhub_stars,conda_latest_release_published_at,conda_total_downloads,updated_github_id
10,Grid2Op,mrl,"['python', 'jupyter']",,rte-france/Grid2Op,https://l2rpn.chalearn.org/,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/rte-france/Grid2Op,2019-10-10 17:04:46,2023-07-28 14:30:10,2023-07-28 14:29:49,2715,347.0,91.0,18.0,207.0,241.0,233,28.0,25,True,49.0,Grid2Op,,https://grid2op.readthedocs.io/en/latest/,2023-07-28 14:30:51,1.9.3,,1766.0,22.0,,,https://pypi.org/project/Grid2Op,1559.0,,1.0,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,9541.0,,2.0,1.0,,,
11,Ipopt,ops,['python'],,coin-or/Ipopt,https://github.com/coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,2019-01-28 12:24:22,2023-06-21 08:24:48,2023-06-21 08:24:24,2327,5.0,238.0,42.0,22.0,532.0,1103,27.0,24,True,9.0,ipopt,ipopt,https://coin-or.github.io/Ipopt/,2023-04-05 09:21:32,releases/3.14.12,8520.0,2002.0,18.0,,,https://pypi.org/project/ipopt,1789.0,https://anaconda.org/anaconda/ipopt,3.0,,,,,,,,,,
12,Power Grid Model,steady-state,['python'],,alliander-opensource/power-grid-model,https://github.com/PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2023-08-17 14:41:57,2023-08-16 11:01:34,2757,885.0,14.0,5.0,269.0,55.0,82,16.0,24,True,28.0,power-grid-model,,https://power-grid-model.readthedocs.io/en/stable/,2023-08-16 12:09:06,1.5.18,479.0,19475.0,100.0,3.0,3.0,https://pypi.org/project/power-grid-model,19316.0,,2.0,,,,,,2.0,,,,PowerGridModel/power-grid-model
13,precice,cosime,,,precice/precice,https://precice.org/,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,2015-05-22 14:05:22,2023-08-17 14:35:12,2023-08-17 14:35:11,4790,74.0,155.0,38.0,1026.0,561.0,583,54.0,23,True,183.0,pyprecice,pyprecice,https://precice.org/docs.html,2022-08-10 12:48:38,2.5.0,18935.0,1009.0,25.0,,,https://pypi.org/project/pyprecice,605.0,https://anaconda.org/anaconda/pyprecice,3.0,precice/precice,https://hub.docker.com/r/precice/precice,2023-08-17 03:16:49.062853,12946.0,,,,,,
14,GridCal,steady-state,['python'],,SanPen/GridCal,https://www.advancedgridinsights.com/gridcal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/GridCal,2016-01-13 15:40:10,2023-08-17 10:05:31,2023-06-27 11:24:50,2808,18.0,76.0,28.0,103.0,77.0,338,30.0,23,True,2.0,GridCal,,https://gridcal.readthedocs.io/en/latest/?badge=latest,2023-04-22 16:30:54,4.7.0,31.0,1596.0,18.0,6.0,6.0,https://pypi.org/project/GridCal,1596.0,,2.0,,,,,,,,,,
15,PowerSimulations.jl,steady-state,['julia'],,nrel-siip/powersimulations.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Optimization of Power Systems; Part of the SIIP at NREL.,https://github.com/NREL-Sienna/PowerSimulations.jl,2017-11-03 21:11:22,2023-08-16 15:21:11,2023-08-10 17:18:33,7890,254.0,47.0,17.0,720.0,246.0,228,30.0,22,True,21.0,,,https://nrel-siip.github.io/PowerSimulations.jl/latest/,2023-08-11 00:11:40,0.21.3,,,92.0,,,,,,2.0,,,,,,,,,,NREL-Sienna/PowerSimulations.jl
16,Atlite,data,['python'],,PyPSA/atlite,https://pypsa.org,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,2016-11-03 23:59:25,2023-08-14 13:53:30,2023-07-25 07:48:31,659,20.0,61.0,13.0,210.0,81.0,203,27.0,22,True,25.0,atlite,atlite,https://atlite.readthedocs.io/en/master/?badge=master,2023-05-23 08:29:16,0.2.11,,1058.0,10.0,27.0,27.0,https://pypi.org/project/atlite,1058.0,https://anaconda.org/anaconda/atlite,1.0,,,,,,,,,,
17,PyPSA-Eur,steady-state,['python'],,PyPSA/pypsa-eur,https://pypsa.org,MIT,Optimisation Model of the European Transmission System.,https://github.com/PyPSA/pypsa-eur,2017-10-11 23:54:41,2023-08-17 10:57:25,2023-08-14 13:57:46,3034,271.0,144.0,15.0,394.0,217.0,225,52.0,21,True,113.0,,,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,2023-07-27 09:57:00,0.8.1,,0.0,12.0,,,,,,3.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,2022-04-11 21:54:31.539284,36.0,,,,,,
18,pandapipes,gasnet,['python'],,e2nIEE/pandapipes,https://www.pandapipes.org/,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,2020-02-03 15:04:57,2023-08-16 19:50:38,2023-08-16 19:50:34,1596,15.0,41.0,10.0,406.0,71.0,93,17.0,21,True,41.0,pandapipes,,https://jkpandapipes.readthedocs.io/en/latest/,2023-07-31 12:00:03,0.8.5,,1063.0,15.0,10.0,10.0,https://pypi.org/project/pandapipes,1063.0,,1.0,,,,,,,,,,
19,AMPLPY,ops,['python'],,ampl/amplpy,https://ampl.com/,BSD-3,Python API for AMPL.,https://github.com/ampl/amplpy,2017-06-27 00:22:07,2023-07-19 12:42:46,2023-07-19 12:42:39,572,35.0,17.0,13.0,6.0,34.0,56,8.0,21,True,10.0,amplpy,amplpy,https://amplpy.readthedocs.io/en/latest/,2023-06-21 18:41:16,0.11.0,,7191.0,11.0,46.0,46.0,https://pypi.org/project/amplpy,7191.0,https://anaconda.org/anaconda/amplpy,3.0,,,,,True,,,,,
20,PYPOWER,steady-state,['python'],,rwl/PYPOWER,rwl.github.io/PYPOWER/api/,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,2009-05-22 12:14:47,2023-07-06 21:40:30,2023-03-29 15:07:00,351,,96.0,26.0,44.0,11.0,279,20.0,20,True,26.0,PYPOWER,pypower,http://rwl.github.io/PYPOWER/index.html,2021-03-22 22:06:27,5.1.15,,2005.0,13.0,88.0,88.0,https://pypi.org/project/PYPOWER,2005.0,https://anaconda.org/anaconda/pypower,3.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,16.0,,,,,,
21,LTB andes,dynamic,"['python', 'jupyter', 'ltb', 'curent']",,CURENT/andes,https://curent.github.io/,GPL-3,Transient Stability Simulator; Part of CURENT LTB.,https://github.com/CURENT/andes,2016-11-07 01:04:50,2023-08-12 14:13:53,2023-08-11 02:03:34,4406,14.0,76.0,14.0,261.0,45.0,165,20.0,20,True,5.0,andes,andes,https://docs.andes.app/en/latest/,2022-03-27 17:07:13,1.6.2,,583.0,18.0,12.0,12.0,https://pypi.org/project/andes,582.0,https://anaconda.org/anaconda/andes,1.0,cuihantao/andes,https://hub.docker.com/r/cuihantao/andes,2020-12-10 15:50:41.614180,110.0,,,,,,
22,powerplantmatching,data,['python'],,PyPSA/powerplantmatching,https://pypsa.org,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,2016-08-15 16:36:25,2023-07-25 12:00:40,2023-07-25 12:00:39,839,21.0,45.0,18.0,62.0,54.0,117,20.0,20,True,18.0,powerplantmatching,powerplantmatching,https://atlite.readthedocs.io/en/master/?badge=master,2023-05-30 09:24:13,0.5.7,51.0,567.0,14.0,22.0,22.0,https://pypi.org/project/powerplantmatching,567.0,https://anaconda.org/anaconda/powerplantmatching,3.0,,,,,,,,,,
23,OpenDSSDirect.py,intf,['python'],,dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,2017-06-20 19:18:22,2023-07-04 06:29:54,2023-07-02 04:24:36,390,14.0,20.0,13.0,31.0,80.0,71,3.0,20,True,15.0,OpenDSSDirect.py,opendssdirect.py,https://dss-extensions.org/OpenDSSDirect.py/,2023-06-28 03:33:01,0.8.4,,2913.0,17.0,38.0,38.0,https://pypi.org/project/OpenDSSDirect.py,2913.0,https://anaconda.org/anaconda/opendssdirect.py,1.0,,,,,,6.0,,,,
24,PowerModels.jl,steady-state,['julia'],,lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2023-08-13 22:38:41,2023-08-13 22:34:02,958,11.0,126.0,24.0,418.0,377.0,342,28.0,19,True,84.0,,,https://lanl-ansi.github.io/PowerModels.jl/stable/,2023-05-28 00:57:08,0.19.9,,,71.0,,,,,,3.0,,,,,,,,,,
25,matpower,steady-state,,,MATPOWER/matpower,https://matpower.org/,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,2016-12-16 19:12:30,2023-08-17 16:57:04,2023-05-31 17:11:01,2311,4.0,136.0,29.0,38.0,138.0,330,13.0,19,True,23.0,matpower,,https://matpower.org/doc/,2020-10-08 23:57:49,7.1,336536.0,6204.0,4.0,,,https://pypi.org/project/matpower,289.0,,3.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2022-12-23 05:36:43.825145,881.0,,,,,,
26,HELICS,cosimf,"['python', 'julia']",,GMLC-TDC/HELICS,https://helics.org/tools/,BSD-3,Framework to Integrate Simulators.,https://github.com/GMLC-TDC/HELICS,2017-06-01 17:03:19,2023-08-15 23:26:08,2023-07-11 15:59:48,3417,2.0,36.0,13.0,1902.0,547.0,98,38.0,19,True,75.0,helics,helics,,2023-01-20 21:48:22,3.4.0,19129.0,3445.0,54.0,,,https://pypi.org/project/helics,3156.0,https://anaconda.org/anaconda/helics,1.0,,,,,,-3.0,,,,
27,Easy SimAuto,intf,['python'],,mzy2240/ESA,https://github.com/mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2023-06-05 21:16:13,2023-06-05 21:15:21,663,11.0,8.0,4.0,15.0,83.0,37,11.0,19,True,15.0,esa,,https://mzy2240.github.io/ESA/html/index.html,2023-06-05 21:18:51,1.3.5,,2650.0,15.0,3.0,3.0,https://pypi.org/project/esa,2650.0,,2.0,,,,,,,,,,
28,PowerSimulationsDynamics.jl,dynamic,['julia'],,NREL-SIIP/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Dynamic Power System simulations; Part of the SIIP at NREL.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,2020-07-16 19:36:16,2023-08-17 00:38:55,2023-08-04 16:36:05,2379,90.0,31.0,12.0,210.0,86.0,129,13.0,18,True,38.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-06-28 06:37:24,0.12.1,,,35.0,,,,,,2.0,,,,,,,,,,NREL-Sienna/PowerSimulationsDynamics.jl
29,LightSim2Grid,steady-state,['python'],,BDonnot/lightsim2grid/,https://l2rpn.chalearn.org/,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,2020-03-09 07:35:27,2023-07-20 10:19:34,2023-07-20 09:58:51,491,12.0,9.0,2.0,29.0,17.0,37,,18,True,15.0,LightSim2Grid,,https://lightsim2grid.readthedocs.io/en/latest/,2023-07-20 10:19:34,0.7.3,101.0,4460.0,16.0,25.0,25.0,https://pypi.org/project/LightSim2Grid,4453.0,,3.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,175.0,,,,,,
30,GridPath,steady-state,['python'],,blue-marble/gridpath,https://www.gridpath.io/,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,2016-08-12 18:13:28,2023-08-14 23:16:42,2023-01-24 20:38:40,1354,,28.0,10.0,727.0,248.0,72,7.0,16,True,64.0,,,https://gridpath.readthedocs.io/en/latest/?badge=latest,2023-01-24 21:18:20,0.15.0,605.0,15.0,22.0,,,,,,3.0,,,,,,-2.0,,,,
31,py-dss-interface,intf,['python'],,PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2023-07-04 15:23:58,2023-06-04 23:25:44,527,11.0,8.0,6.0,48.0,21.0,18,6.0,16,True,32.0,py-dss-interface,,https://py-dss-interface.readthedocs.io/en/latest/,2022-07-23 19:49:38,1.0.3,,350.0,1.0,20.0,20.0,https://pypi.org/project/py-dss-interface,350.0,,2.0,,,,,,,,,,
32,EGRET,steady-state,['python'],,grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2023-05-26 17:09:43,2023-05-23 19:30:40,1058,5.0,43.0,14.0,230.0,38.0,106,38.0,15,True,43.0,,,,2023-04-03 23:11:48,0.5.5,,,6.0,5.0,5.0,,,,3.0,,,,,,,,,,
33,OpenIPSL,dynamic,,,OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,BSD-3,A library of power system models written with Modelica.,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2023-08-17 05:49:40,2023-08-17 05:49:40,1693,1.0,43.0,19.0,220.0,99.0,59,31.0,15,True,13.0,,,https://doc.openipsl.org,2022-06-23 13:05:59,3.0.1,480.0,5.0,15.0,,,,,,2.0,,,,,,-3.0,,,,
34,PyDSS,intf,['python'],,NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,2018-10-16 15:59:07,2023-08-08 19:37:10,2023-08-08 19:31:05,806,22.0,16.0,8.0,99.0,10.0,29,23.0,15,True,15.0,pydss,,https://nrel.github.io/PyDSS/index.html,2023-08-08 19:37:10,2.2.9,,19.0,14.0,2.0,2.0,https://pypi.org/project/pydss,19.0,,3.0,,,,,,,,,,
35,PyPSA-Eur-Sec,steady-state,['python'],,PyPSA/pypsa-eur-sec,https://pypsa.org,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur-sec,2019-04-17 15:43:45,2023-06-25 18:14:35,2023-03-18 12:51:31,1055,,48.0,15.0,198.0,,82,22.0,14,True,,,,https://pypsa-eur-sec.readthedocs.io/en/latest/?badge=latest,2023-02-16 20:39:50,0.7.0,,,7.0,,,,,,3.0,,,,,,-3.0,,,,
36,PowerSystems,dynamic,,,modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2023-03-20 17:22:14,2023-03-20 17:17:24,189,,33.0,28.0,17.0,27.0,55,10.0,14,True,9.0,,,https://build.openmodelica.org/Documentation/PowerSystems.html,2023-03-20 16:24:10,1.0.1,,,6.0,,,,,,3.0,,,,,,,,,,
37,PowerGraphics,vis,['julia'],,nrel-siip/powergraphics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Visualization for PowerSimulations; Part of the SIIP at NREL.,https://github.com/NREL-Sienna/PowerGraphics.jl,2020-02-19 23:29:27,2023-08-11 20:14:21,2023-08-11 19:32:46,537,7.0,9.0,8.0,76.0,20.0,21,9.0,13,True,13.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-08-11 20:04:03,0.15.0,,,36.0,,,,,,1.0,,,,,,,,,,NREL-Sienna/PowerGraphics.jl
38,GasModels.jl,gasnet,['julia'],,lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2022-11-22 22:18:53,2022-11-22 22:16:01,1011,,13.0,9.0,107.0,98.0,62,11.0,12,True,47.0,,,https://lanl-ansi.github.io/GasModels.jl/latest/,2022-07-25 23:24:15,0.9.2,,,19.0,,,,,,3.0,,,,,,,,,,
39,LTB DiME,msg,"['ltb', 'curent']",,CURENT/dime,https://curent.github.io/,GPL-3.0,Distributed Messaging Environment; Part of CURENT LTB.,https://github.com/CURENT/dime,2020-04-29 20:36:10,2023-07-31 21:24:25,2023-07-31 21:24:15,531,236.0,4.0,5.0,11.0,35.0,3,4.0,12,True,12.0,,,https://ltbdime.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,7.0,,,,
40,DSSData,intf,['python'],,felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09,2023-04-10 13:02:03,186,,3.0,3.0,64.0,31.0,11,2.0,10,True,5.0,dssdata,,https://felipemarkson.github.io/dssdata/,,,30.0,43.0,9.0,,,https://pypi.org/project/dssdata,43.0,,3.0,,,,,,,,,,
41,LTB AGVis,vis,"['ltb', 'curent']",,CURENT/agvis,https://curent.github.io/,GPL-3.0,Geographical Visualization for Power Grid; Part of CURENT LTB.,https://github.com/CURENT/agvis,2019-08-30 19:15:27,2023-08-03 15:12:50,2023-08-03 00:34:28,476,54.0,6.0,1.0,35.0,3.0,2,9.0,10,True,13.0,,,https://agvis.readthedocs.io/en/latest/,2023-08-03 15:12:50,3.2.1,9.0,1.0,2.0,,,,,,3.0,,,,,,,,,,
42,RLGC,mrl,"['python', 'jupyter']",,RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43,2022-04-08 07:12:43,90,,27.0,4.0,3.0,10.0,93,4.0,9,False,4.0,,,,2020-12-23 06:10:29,V1.0.0_RC,,,2.0,,,,,,3.0,,,,,,,,,,
43,STEPS,dynamic,,,changgang/steps,https://github.com/changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,2019-08-24 12:09:47,2023-03-01 06:35:49,2022-04-13 13:08:17,532,,13.0,4.0,,1.0,35,3.0,9,False,1.0,,,https://github.com/changgang/steps/wiki/,2020-09-27 10:38:25,1.4,8.0,0.0,4.0,5.0,5.0,,,,3.0,,,,,,,,,,
44,PowerSAS.m,dynamic,,,ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2023-07-25 20:40:28,2023-07-25 20:40:28,66,2.0,4.0,,4.0,,12,3.0,7,True,1.0,,,,,,,,,,,,,,3.0,,,,,,-2.0,,,,
45,andes_gym,mrl,"['python', 'curent']",,cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49,2022-01-28 19:53:49,31,,3.0,3.0,1.0,,6,2.0,7,False,,andes,andes,,,,,582.0,,,,https://pypi.org/project/andes,582.0,https://anaconda.org/anaconda/andes,3.0,,,,,,,,,,
46,OpenHybridSim,dynamic,,,OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,BSD-3,Power system EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13,2020-05-05 20:35:12,16,,5.0,5.0,,,7,,6,False,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,
47,GSEIM,pe,['python'],,gseim/gseim,https://github.com/gseim/gseim,GPL-3.0,Interface Python to Ngspice and Xyce.,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-10-06 04:40:05,2022-09-21 16:45:39,51,,2.0,3.0,14.0,4.0,7,3.0,5,True,1.0,,,https://gseim.github.io/build/html/index.html,,,,,,,,,,,1.0,,,,,,,,,,
48,EasySimauto.jl,intf,['julia'],,mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2023-07-31 19:46:50,2023-07-31 19:46:46,15,4.0,,1.0,,2.0,4,2.0,4,True,,,,,2022-09-27 15:08:27,0.1.0,,,1.0,,,,,,3.0,,,,,,,,,,
49,Large-scale Testbed (LTB),cosimps,"['python', 'ltb', 'curent']",,CURENT/ltb,https://curent.github.io/,GPL-3.0,CURENT Large-scale Testbed.,https://github.com/CURENT/ltb,2019-03-08 01:57:49,2023-04-29 21:15:34,2023-04-29 21:15:34,62,,2.0,2.0,7.0,4.0,3,4.0,4,True,1.0,,,https://ltb.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,,,,,
